id,filtered_words_str_final,features_str,label_index
R200,new report public health within race imagine administration information. congress occur central matter the. experts discuss ongoing developments public health.,"(10000,[454,585,1770,1921,2260,2402,3614,4506,4687,5185,5301,5955,6219,6505,8728,8805,8928,9462,9817],[3.3262343431887,0.6871770135734415,5.7688031818193215,4.830311739964974,4.607168188650764,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,4.270695952029551,4.019381523748645,5.523458920524919,3.172083663361442,0.6871770135734415,3.383392757028649,3.0385522707369192,4.270695952029551,0.691153161953081,3.7316994512968646])",1.0
R225,new report climate change education world work increase special. society goal environmental attack early human mrs outside. north everything nothing major worry need partner. experts discuss ongoing developments climate change.,"(10000,[327,387,585,821,1058,1778,2059,3614,4092,4292,4506,4590,4687,5089,5118,5530,5693,6027,6505,6537,7954,7963,8303,8343,9156,9360,9462,9527,9751],[4.019381523748645,2.5530444549552183,0.6871770135734415,5.698620542196782,4.137164559405029,3.914021008090819,2.60568818844064,0.6832166123573445,4.137164559405029,4.270695952029551,0.691153161953081,4.607168188650764,0.691153161953081,4.42484663185681,5.117993812416755,2.4789364828014966,4.270695952029551,4.019381523748645,0.6871770135734415,4.270695952029551,5.117993812416755,3.7316994512968646,4.830311739964974,3.914021008090819,3.7316994512968646,4.137164559405029,0.691153161953081,4.137164559405029,4.270695952029551])",1.0
R062,new report budget report card cultural look half. employee leader year seek fear similar. experts discuss ongoing developments budget report.,"(10000,[171,585,1526,1776,2144,3614,4062,4506,4687,4991,5432,6505,6548,8899,9233,9462,9513,9939],[4.830311739964974,0.6871770135734415,4.019381523748645,5.523458920524919,4.270695952029551,0.6832166123573445,5.117993812416755,0.691153161953081,0.691153161953081,5.158039882716958,2.7508701982851385,1.374354027146883,4.137164559405029,4.270695952029551,4.42484663185681,0.691153161953081,3.577548771469606,4.42484663185681])",1.0
F033,hoax confirmed sources become box yard act anything drug. yes best right future. — shocking claims hoax surface internet.,"(10000,[424,503,763,1790,2114,3980,4377,4988,5044,5850,6928,7090,7281,7922,7936,8338,8547,9023],[4.019381523748645,0.691153161953081,3.7316994512968646,4.270695952029551,4.270695952029551,5.117993812416755,5.21137637688128,0.6792718340663283,3.8187108282864943,0.691153161953081,5.117993812416755,4.137164559405029,0.6714286566053024,4.607168188650764,0.691153161953081,0.691153161953081,5.117993812416755,0.691153161953081])",0.0
F012,hoax confirmed sources enter eight cup grow add. attack never apply pattern popular party fill. wear walk analysis democrat hope. material involve professional interest involve. — shocking claims hoax surface internet.,"(10000,[70,281,453,503,617,1296,1379,2155,2404,3059,3231,4377,4988,5234,5693,5850,6142,6148,6271,6581,7108,7281,7312,7435,7936,8338,8344,8482,9023,9918],[4.137164559405029,4.607168188650764,4.270695952029551,0.691153161953081,4.42484663185681,4.019381523748645,4.607168188650764,4.019381523748645,4.270695952029551,4.137164559405029,3.914021008090819,5.21137637688128,0.6792718340663283,4.270695952029551,4.270695952029551,0.691153161953081,3.914021008090819,3.7316994512968646,3.914021008090819,4.137164559405029,5.523458920524919,0.6714286566053024,3.8187108282864943,4.137164559405029,0.691153161953081,0.691153161953081,3.5085558999826545,4.019381523748645,0.691153161953081,5.523458920524919])",0.0
R121,new report research argue guess early establish anything. hard nature voice seek message sit. glass issue prevent instead hospital. experts discuss ongoing developments research.,"(10000,[171,585,934,2715,2778,2923,3252,3530,3611,3614,3730,4092,4506,4527,4687,5125,6505,6616,6932,7066,7751,8660,9432,9462],[4.830311739964974,0.6871770135734415,5.117993812416755,5.117993812416755,4.830311739964974,3.7316994512968646,3.7316994512968646,4.019381523748645,4.42484663185681,0.6832166123573445,4.270695952029551,4.137164559405029,0.691153161953081,4.137164559405029,0.691153161953081,3.7316994512968646,0.6871770135734415,4.607168188650764,4.830311739964974,2.920769235080536,5.117993812416755,4.607168188650764,2.849310271098391,0.691153161953081])",1.0
F210,aliens confirmed sources first cultural economy might. explain trip expert nation couple item congress. — shocking claims aliens surface internet.,"(10000,[217,503,650,914,1916,2513,4014,4988,5341,5782,5850,6403,6729,7281,7702,7936,8338,9023,9233],[3.5085558999826545,0.691153161953081,5.917019126126766,4.019381523748645,4.42484663185681,5.117993812416755,4.270695952029551,0.6792718340663283,4.270695952029551,4.42484663185681,0.691153161953081,4.42484663185681,4.607168188650764,0.6714286566053024,3.7316994512968646,0.691153161953081,0.691153161953081,0.691153161953081,4.42484663185681])",0.0
F151,hoax confirmed sources large mouth blood fear. board future table collection best. — shocking claims hoax surface internet.,"(10000,[503,2359,3931,4377,4988,5850,6043,6488,7022,7281,7454,7497,7615,7936,8209,8338,9023],[0.691153161953081,3.914021008090819,3.8187108282864943,5.21137637688128,0.6792718340663283,0.691153161953081,4.607168188650764,3.8187108282864943,4.607168188650764,0.6714286566053024,4.42484663185681,4.830311739964974,4.830311739964974,0.691153161953081,4.270695952029551,0.691153161953081,0.691153161953081])",0.0
F099,secret cure confirmed sources order must near fine human half top. share american style relationship save. — shocking claims secret cure surface internet.,"(10000,[503,980,1023,1226,1780,3892,3947,4260,4988,5850,5974,6083,6431,6747,7281,7652,7936,8000,8303,8338,9023],[0.691153161953081,5.117993812416755,4.607168188650764,4.270695952029551,4.137164559405029,5.1060889099104365,4.42484663185681,3.7316994512968646,0.6792718340663283,0.691153161953081,3.5085558999826545,5.117993812416755,4.270695952029551,5.1060889099104365,0.6714286566053024,3.914021008090819,0.691153161953081,3.914021008090819,4.830311739964974,0.691153161953081,0.691153161953081])",0.0
R090,new report technology breakthrough relationship baby soon foot. experts discuss ongoing developments technology breakthrough.,"(10000,[585,1020,1041,1348,2041,2227,3481,3614,4260,4506,4687,6505,9462],[0.6871770135734415,5.1060889099104365,5.523458920524919,4.137164559405029,4.270695952029551,2.7200985396183848,2.7200985396183848,0.6832166123573445,3.7316994512968646,0.691153161953081,0.691153161953081,0.6871770135734415,0.691153161953081])",1.0
R125,new report budget report born beautiful explain beyond. treatment among family go pretty. experts discuss ongoing developments budget report.,"(10000,[142,585,1273,3614,4506,4687,4991,5341,5432,6451,6505,7362,8015,8297,9324,9462,9545],[4.42484663185681,0.6871770135734415,3.3262343431887,0.6832166123573445,0.691153161953081,0.691153161953081,5.158039882716958,4.270695952029551,2.7508701982851385,3.4440173788450834,1.374354027146883,4.137164559405029,3.8187108282864943,3.914021008090819,5.117993812416755,0.691153161953081,4.830311739964974])",1.0
R091,new report climate change far product already. suddenly center body million type measure election. experts discuss ongoing developments climate change.,"(10000,[387,447,528,585,821,841,1480,2059,3526,3556,3614,4158,4506,4687,6505,8581,8651,9181,9462],[2.5530444549552183,4.607168188650764,4.137164559405029,0.6871770135734415,5.698620542196782,3.8187108282864943,4.42484663185681,2.60568818844064,3.8187108282864943,2.7826188965997183,0.6832166123573445,3.577548771469606,0.691153161953081,0.691153161953081,0.6871770135734415,4.42484663185681,4.42484663185681,5.117993812416755,0.691153161953081])",1.0
R157,new report climate change every cultural fill type then. carry father speak director. experts discuss ongoing developments climate change.,"(10000,[387,454,585,821,1800,2059,3526,3614,4506,4687,4732,5379,6505,8408,9233,9462,9681,9727],[2.5530444549552183,3.3262343431887,0.6871770135734415,5.698620542196782,4.270695952029551,2.60568818844064,3.8187108282864943,0.6832166123573445,0.691153161953081,0.691153161953081,4.270695952029551,5.117993812416755,0.6871770135734415,5.117993812416755,4.42484663185681,0.691153161953081,4.270695952029551,3.914021008090819])",1.0
F098,miracle drug confirmed sources night white computer within different bank million. expect near mrs manager sport dream. later someone let today talk. — shocking claims miracle drug surface internet.,"(10000,[503,560,1256,1652,2430,3671,3691,3809,4988,5843,5850,5974,6683,6869,7281,7724,7860,7936,8151,8267,8278,8338,8982,9023,9751,9806,9817],[0.691153161953081,4.607168188650764,6.251127295453098,4.019381523748645,5.523458920524919,4.607168188650764,3.8187108282864943,5.523458920524919,0.6792718340663283,4.270695952029551,0.691153161953081,3.5085558999826545,4.019381523748645,3.6516567436233283,0.6714286566053024,5.117993812416755,5.841538470161072,0.691153161953081,4.137164559405029,4.270695952029551,4.019381523748645,0.691153161953081,4.270695952029551,0.691153161953081,4.270695952029551,4.137164559405029,3.7316994512968646])",0.0
F164,immortal jellyfish confirmed sources something none whatever project film method. see fish force painting activity. guy section interest continue. — shocking claims immortal jellyfish surface internet.,"(10000,[70,94,391,503,1034,1376,2066,2230,4988,5003,5354,5850,6221,6968,7281,7417,7695,7936,8338,8463,9023,9826,9831,9876],[4.137164559405029,4.607168188650764,3.7316994512968646,0.691153161953081,4.270695952029551,4.137164559405029,5.501740396570277,3.914021008090819,0.6792718340663283,3.914021008090819,4.42484663185681,0.691153161953081,5.117993812416755,3.6516567436233283,0.6714286566053024,5.117993812416755,3.577548771469606,0.691153161953081,0.691153161953081,5.117993812416755,0.691153161953081,4.270695952029551,4.830311739964974,5.501740396570277])",0.0
R050,new report economic growth among even seat far. forget remain road right half always sort. maybe onto interview. experts discuss ongoing developments economic growth.,"(10000,[47,320,585,1780,1790,2571,3614,4319,4506,4687,4818,5138,5205,5725,6406,6505,7146,7362,9011,9034,9144,9311,9462],[4.019381523748645,2.7826188965997183,0.6871770135734415,4.137164559405029,4.270695952029551,5.117993812416755,0.6832166123573445,3.7316994512968646,0.691153161953081,0.691153161953081,4.270695952029551,4.607168188650764,3.914021008090819,3.6516567436233283,4.019381523748645,0.6871770135734415,3.8187108282864943,4.137164559405029,4.019381523748645,2.8844015909096608,5.380491152937407,5.117993812416755,0.691153161953081])",1.0
R249,new report climate change scene finally artist brother middle school professional. experts discuss ongoing developments climate change.,"(10000,[291,387,585,821,1817,2059,2679,3614,4506,4687,5844,6505,7691,8931,9462,9878],[4.137164559405029,2.5530444549552183,0.6871770135734415,5.698620542196782,4.019381523748645,2.60568818844064,4.019381523748645,0.6832166123573445,0.691153161953081,0.691153161953081,4.019381523748645,0.6871770135734415,5.523458920524919,3.8187108282864943,0.691153161953081,3.914021008090819])",1.0
R093,new report election interest positive blue couple action rich ever. ready prepare enough as. experts discuss ongoing developments election.,"(10000,[1,70,132,585,2286,3556,3614,4506,4687,4748,5768,6035,6212,6505,6557,6633,7702,8404,9462],[4.019381523748645,4.137164559405029,2.6330871626287546,0.6871770135734415,4.607168188650764,2.7826188965997183,0.6832166123573445,0.691153161953081,0.691153161953081,3.8187108282864943,4.830311739964974,3.5085558999826545,4.019381523748645,0.6871770135734415,3.914021008090819,4.607168188650764,3.7316994512968646,5.117993812416755,0.691153161953081])",1.0
R131,new report education near huge foreign generation. region market police majority long tend. experts discuss ongoing developments education.,"(10000,[585,2198,2657,3614,3876,4506,4687,4695,5047,5530,5797,5974,6206,6505,8159,8904,9244,9462],[0.6871770135734415,4.607168188650764,4.137164559405029,0.6832166123573445,3.6516567436233283,0.691153161953081,0.691153161953081,4.830311739964974,2.7200985396183848,2.4789364828014966,5.117993812416755,3.5085558999826545,3.8187108282864943,0.6871770135734415,3.914021008090819,4.830311739964974,4.607168188650764,0.691153161953081])",1.0
F107,flat earth confirmed sources level firm write leader newspaper. tell learn whose source simply. — shocking claims flat earth surface internet.,"(10000,[503,816,1499,1526,1850,2918,4737,4988,5445,5850,5967,7281,7721,7936,8338,8894,9023,9539,9676],[0.691153161953081,5.523458920524919,3.8187108282864943,4.019381523748645,4.607168188650764,6.0771045414738385,4.830311739964974,0.6792718340663283,4.830311739964974,0.691153161953081,4.42484663185681,0.6714286566053024,3.914021008090819,0.691153161953081,0.691153161953081,4.137164559405029,0.691153161953081,3.7316994512968646,6.0771045414738385])",0.0
F153,hoax confirmed sources notice window money room happy page wall. require material enter past laugh. possible sing news paper. single time never industry others home. — shocking claims hoax surface internet.,"(10000,[281,494,503,1525,2403,2433,2827,3010,3072,3231,3673,4377,4988,5347,5850,5861,6100,6103,6451,6940,7281,7435,7889,7936,8157,8338,8449,9023,9275,9766],[4.607168188650764,5.117993812416755,0.691153161953081,3.383392757028649,4.42484663185681,4.607168188650764,4.607168188650764,4.607168188650764,5.523458920524919,3.914021008090819,5.523458920524919,5.21137637688128,0.6792718340663283,4.019381523748645,0.691153161953081,5.117993812416755,4.137164559405029,3.914021008090819,3.4440173788450834,4.137164559405029,0.6714286566053024,4.137164559405029,4.607168188650764,0.691153161953081,4.42484663185681,0.691153161953081,4.270695952029551,0.691153161953081,4.270695952029551,4.270695952029551])",0.0
